unique_key,created_date,closed_date,complaint_type,descriptor,incident_address,street_name,cross_street_1,cross_street_2,borough,incident_zip,latitude,longitude,resolution_description,drain_category,duration_hours
66797404,2025-11-11 07:53:00,2025-11-11 12:40:00,Sewer,Street Flooding (SJ),165 EAST   32 STREET,EAST   32 STREET,LEXINGTON AVE,3 AVE,MANHATTAN,10016,40.74481102342528,-73.97990937742878,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),4.783333333333333
66783408,2025-11-10 13:41:00,2025-11-10 16:40:00,Sewer,Street Flooding (SJ),3500 BRONX BOULEVARD,BRONX BOULEVARD,E 211 ST,E 213 ST,BRONX,10467,40.87862307124285,-73.86890399581004,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.9833333333333334
66784881,2025-11-10 13:02:00,2025-11-10 14:15:00,Sewer,Street Flooding (SJ),40 NAVY STREET,NAVY STREET,SANDS ST,FLUSHING AVE,BROOKLYN,11201,40.69868820493409,-73.98050751026345,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),1.2166666666666666
66784880,2025-11-10 01:59:00,2025-11-10 02:50:00,Sewer,Street Flooding (SJ),31-04 94 STREET,94 STREET,31 AVE,JACKSON MILL RD,QUEENS,11369,40.76012081087813,-73.87479726136495,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.85
66776468,2025-11-09 15:35:00,2025-11-09 22:05:00,Sewer,Street Flooding (SJ),2801 FARRAGUT ROAD,FARRAGUT ROAD,E 28 ST,E 29 ST,BROOKLYN,11210,40.636169333053665,-73.9497813505137,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),6.5
66779426,2025-11-09 14:59:00,2025-11-09 21:20:00,Sewer,Street Flooding (SJ),215 PARKVILLE AVENUE,PARKVILLE AVENUE,OCEAN PKWY,E 8 ST,BROOKLYN,11230,40.63132373932695,-73.97053678563975,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),6.35
66776467,2025-11-09 11:41:00,2025-11-09 12:03:00,Sewer,Street Flooding (SJ),233 GREENE AVENUE,GREENE AVENUE,GRAND AVE,CLASSON AVE,BROOKLYN,11238,40.687147359389876,-73.96212512865189,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.36666666666666664
66768800,2025-11-08 15:11:00,2025-11-08 18:00:00,Sewer,Street Flooding (SJ),,,,,MANHATTAN,10019,40.76432291713917,-73.97719604038008,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.816666666666667
66771311,2025-11-08 04:23:00,2025-11-08 06:00:00,Sewer,Street Flooding (SJ),109-29 207 STREET,207 STREET,109 AVE,HOLLIS AVE,QUEENS,11429,40.708517899166374,-73.75070427464604,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),1.6166666666666667
66748302,2025-11-06 12:11:00,2025-11-06 14:05:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11385,40.703974771341265,-73.90412395084651,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),1.9
66738031,2025-11-05 09:11:00,2025-11-05 10:50:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11225,40.66539901942089,-73.95092001961767,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),1.65
66710721,2025-11-03 16:26:00,2025-11-03 17:25:00,Sewer,Street Flooding (SJ),1366 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,SARATOGA AVE,ST JOHNS PL,BROOKLYN,11212,40.6696475883663,-73.91687665482824,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.9833333333333333
66707736,2025-11-03 10:42:00,2025-11-03 11:25:00,Sewer,Street Flooding (SJ),43-18 CRESCENT STREET,CRESCENT STREET,43 AVE,44 RD,QUEENS,11101,40.74866021666426,-73.94236288823366,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.7166666666666667
66687642,2025-11-01 17:02:00,2025-11-02 01:30:00,Sewer,Street Flooding (SJ),185 CHRISTOPHER STREET,CHRISTOPHER STREET,WASHINGTON ST,WEEHAWKEN ST,MANHATTAN,10014,40.73248568650513,-74.00968804444769,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),8.466666666666667
66683063,2025-10-31 22:35:00,2025-11-01 02:15:00,Sewer,Street Flooding (SJ),90 WEST STREET,WEST STREET,ALBANY ST,LIBERTY ST PEDESTRIAN OVPS,MANHATTAN,10006,40.71010438228108,-74.01478869474265,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),3.6666666666666665
66683064,2025-10-31 15:26:00,2025-11-01 00:20:00,Sewer,Street Flooding (SJ),216 HERZL STREET,HERZL STREET,BLAKE AVE,DUMONT AVE,BROOKLYN,11212,40.664587080150106,-73.91431292473571,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),8.9
66676698,2025-10-31 15:17:00,2025-11-01 02:50:00,Sewer,Street Flooding (SJ),1176 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT RD,GLENWOOD RD,BROOKLYN,11230,40.63377640048442,-73.95792204281746,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,11.55
66675043,2025-10-31 12:08:00,2025-10-31 14:10:00,Sewer,Street Flooding (SJ),627 EAST   35 STREET,EAST   35 STREET,NEWKIRK AVE,VICTOR RD,BROOKLYN,11203,40.639767611691894,-73.94356673035654,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.033333333333333
66679857,2025-10-31 10:59:00,2025-10-31 12:45:00,Sewer,Street Flooding (SJ),42 JAY STREET,JAY STREET,PLYMOUTH ST,WATER ST,BROOKLYN,11201,40.70365984972114,-73.98662654172828,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),1.7666666666666666
66675039,2025-10-31 10:44:00,2025-10-31 19:30:00,Sewer,Street Flooding (SJ),149 BACHE AVENUE,BACHE AVENUE,EDISON ST,CLAWSON ST,STATEN ISLAND,10306,40.57294952809884,-74.11118063480049,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),8.766666666666667
66681413,2025-10-31 10:26:00,2025-10-31 12:35:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11216,40.68291431286934,-73.94672832076486,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.15
66678331,2025-10-31 10:14:00,2025-10-31 13:40:00,Sewer,Street Flooding (SJ),80-01 METROPOLITAN AVENUE,METROPOLITAN AVENUE,80 ST,COOPER AVE,QUEENS,11379,40.713299682334764,-73.87132132072506,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),3.433333333333333
66683060,2025-10-31 10:11:00,2025-10-31 14:00:00,Sewer,Street Flooding (SJ),84-09 77 AVENUE,77 AVENUE,84 ST,85 ST,QUEENS,11385,40.706680314911964,-73.86501134730506,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),3.816666666666667
66684705,2025-10-31 10:08:00,2025-10-31 17:45:00,Sewer,Street Flooding (SJ),61 DELAWARE STREET,DELAWARE STREET,DUTCHESS AVE,DALEMERE RD,STATEN ISLAND,10304,40.59512799642958,-74.101805096622,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),7.616666666666666
66675038,2025-10-31 09:59:00,2025-10-31 21:05:00,Sewer,Street Flooding (SJ),1701 AVENUE M,AVENUE M,E 17 ST,E 18 ST,BROOKLYN,11230,40.618240916685714,-73.95800387679047,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.1
66678335,2025-10-31 09:47:00,2025-10-31 12:00:00,Sewer,Street Flooding (SJ),233 GREENE AVENUE,GREENE AVENUE,GRAND AVE,CLASSON AVE,BROOKLYN,11238,40.687147359389876,-73.96212512865189,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.216666666666667
66673489,2025-10-31 09:41:00,2025-10-31 16:45:00,Sewer,Street Flooding (SJ),800 RICHMOND TERRACE,RICHMOND TERRACE,CLINTON AVE,TYSEN ST,STATEN ISLAND,10301,40.64469321364195,-74.09896551871516,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),7.066666666666666
66678336,2025-10-31 08:59:00,2025-10-31 12:15:00,Sewer,Street Flooding (SJ),2852 BROADWAY,BROADWAY,CATHEDRAL PKWY,W 111 ST,MANHATTAN,10025,40.80465960518761,-73.9663277921716,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),3.2666666666666666
66683062,2025-10-31 06:35:00,2025-10-31 17:10:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11413,40.657894887484886,-73.75926598677647,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.583333333333334
66684704,2025-10-31 05:56:00,2025-10-31 14:00:00,Sewer,Street Flooding (SJ),64-25 59 AVENUE,59 AVENUE,64 ST,66 ST,QUEENS,11378,40.72012160826558,-73.90017932339366,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),8.066666666666666
66664528,2025-10-30 22:17:00,2025-10-31 08:00:00,Sewer,Street Flooding (SJ),11-20 43 ROAD,43 ROAD,11 ST,12 ST,QUEENS,11101,40.750847982592035,-73.9485868748277,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.716666666666667
66662680,2025-10-30 22:02:00,2025-10-31 08:45:00,Sewer,Street Flooding (SJ),8-03 43 AVENUE,43 AVENUE,VERNON BLVD,9 ST,QUEENS,11101,40.752953940019616,-73.95026358300699,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.716666666666667
66671836,2025-10-30 21:38:00,2025-10-31 07:35:00,Sewer,Street Flooding (SJ),46-04 VERNON BOULEVARD,VERNON BOULEVARD,46 AVE,46 RD,QUEENS,11101,40.74667776453677,-73.95279094517635,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.95
66666324,2025-10-30 21:02:00,2025-10-31 03:05:00,Sewer,Street Flooding (SJ),91-05 97 AVENUE,97 AVENUE,91 ST,92 ST,QUEENS,11416,40.68503030997242,-73.85009534427138,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),6.05
66660885,2025-10-30 20:41:00,2025-10-31 08:25:00,Sewer,Street Flooding (SJ),44-02 11 STREET,11 STREET,44 AVE,44 RD,QUEENS,11101,40.74984918279591,-73.94923729290073,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.733333333333333
66662693,2025-10-30 20:29:00,2025-10-31 07:45:00,Sewer,Street Flooding (SJ),203-19 100 AVENUE,100 AVENUE,203 ST,204 ST,QUEENS,11423,40.711264132748155,-73.75651582389354,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.266666666666667
66670015,2025-10-30 20:05:00,2025-10-31 06:00:00,Sewer,Street Flooding (SJ),112-16 198 STREET,198 STREET,112 AVE,113 AVE,QUEENS,11412,40.701879146846274,-73.75753108724079,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.916666666666666
66666332,2025-10-30 19:17:00,2025-10-31 05:50:00,Sewer,Street Flooding (SJ),400 MANHATTAN AVENUE,MANHATTAN AVENUE,FROST ST,MEEKER AVE,BROOKLYN,11211,40.71798141671179,-73.94665339585552,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,10.55
66670020,2025-10-30 19:17:00,2025-10-30 22:20:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11375,40.727629622880755,-73.84427730525874,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),3.05
66660894,2025-10-30 19:02:00,2025-10-31 05:55:00,Sewer,Street Flooding (SJ),147-17 BARCLAY AVENUE,BARCLAY AVENUE,147 ST,149 ST,QUEENS,11355,40.76079023623285,-73.81710499166154,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.883333333333333
66659136,2025-10-30 18:59:00,2025-10-31 04:15:00,Sewer,Street Flooding (SJ),81-21 149 AVENUE,149 AVENUE,81 ST,82 ST,QUEENS,11414,40.66904934386017,-73.85368557794837,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.266666666666667
66659138,2025-10-30 18:56:00,2025-10-31 06:20:00,Sewer,Street Flooding (SJ),140-23 ROSE AVENUE,ROSE AVENUE,KISSENA BLVD,ROBINSON ST,QUEENS,11355,40.74661586143871,-73.81338695307194,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.4
66662697,2025-10-30 18:56:00,2025-10-31 05:05:00,Sewer,Street Flooding (SJ),109-16 FIRWOOD PLACE,FIRWOOD PLACE,BRINKERHOFF AVE,HILBURN AVE,QUEENS,11412,40.70292212418114,-73.76817043917606,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.15
66671855,2025-10-30 18:47:00,2025-10-31 04:45:00,Sewer,Street Flooding (SJ),109-09 180 STREET,180 STREET,106 RD,110 AVE,QUEENS,11433,40.70199390905109,-73.77624878191585,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.966666666666667
66660897,2025-10-30 18:29:00,2025-10-31 04:25:00,Sewer,Street Flooding (SJ),78-02 149 AVENUE,149 AVENUE,LORING AVE,79 ST,QUEENS,11414,40.66860853774504,-73.85674338104985,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.933333333333334
66659139,2025-10-30 18:26:00,2025-10-31 03:30:00,Sewer,Street Flooding (SJ),4525 BROADWAY,BROADWAY,W 193 ST,HILLSIDE AVE,MANHATTAN,10040,40.858701368561164,-73.93161033161068,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),9.066666666666666
66666337,2025-10-30 18:08:00,2025-10-31 04:30:00,Sewer,Street Flooding (SJ),230 DECATUR STREET,DECATUR STREET,LEWIS AVE,STUYVESANT AVE,BROOKLYN,11233,40.68137610300782,-73.93394824469274,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,10.366666666666667
66664553,2025-10-30 17:41:00,2025-10-31 04:20:00,Sewer,Street Flooding (SJ),126-13 180 STREET,180 STREET,EVELETH RD,DEAD END,QUEENS,11434,40.68278057900961,-73.76128178102279,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.65
66671861,2025-10-30 17:38:00,2025-10-30 20:05:00,Sewer,Street Flooding (SJ),270 5 STREET,5 STREET,4 AVE,5 AVE,BROOKLYN,11215,40.67255607220282,-73.98629751649939,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),2.45
66660818,2025-10-30 17:35:00,2025-10-30 17:55:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11222,40.727750502891745,-73.94199131410589,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.3333333333333333
66662616,2025-10-30 17:35:00,2025-10-31 04:10:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11418,40.697470085160795,-73.84222723282457,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.583333333333334
66669959,2025-10-30 17:32:00,2025-10-30 18:05:00,Sewer,Street Flooding (SJ),145 BAYARD STREET,BAYARD STREET,MANHATTAN AVE,GRAHAM AVE,BROOKLYN,11222,40.71993558125856,-73.9464281647384,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),0.55
66666256,2025-10-30 17:20:00,2025-10-31 01:45:00,Sewer,Street Flooding (SJ),142 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,HART ST,PULASKI ST,BROOKLYN,11206,40.693596480224436,-73.94016388445354,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,8.416666666666666
66664470,2025-10-30 17:17:00,2025-10-31 03:40:00,Sewer,Street Flooding (SJ),110-58 166 STREET,166 STREET,110 RD,111 AVE,QUEENS,11433,40.6932723693448,-73.78561424169757,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.383333333333333
66669966,2025-10-30 17:11:00,2025-10-31 01:25:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11216,40.6810463021688,-73.94344887379258,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,8.233333333333333
66664472,2025-10-30 17:05:00,2025-10-31 03:20:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11418,40.69293038954656,-73.84234255131436,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.25
66666263,2025-10-30 17:02:00,2025-10-31 02:30:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11216,40.68291431286934,-73.94672832076486,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,9.466666666666667
66669971,2025-10-30 16:59:00,2025-10-31 01:00:00,Sewer,Street Flooding (SJ),235 HANCOCK STREET,HANCOCK STREET,MARCY AVE,TOMPKINS AVE,BROOKLYN,11216,40.68297175700357,-73.94630642765917,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,8.016666666666667
66664481,2025-10-30 16:47:00,2025-10-31 02:55:00,Sewer,Street Flooding (SJ),339 TOMPKINS AVENUE,TOMPKINS AVENUE,GATES AVE,MONROE ST,BROOKLYN,11216,40.68633873404358,-73.94449725385063,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,10.133333333333333
66671790,2025-10-30 16:47:00,2025-10-31 03:55:00,Sewer,Street Flooding (SJ),100 DYCKMAN STREET,DYCKMAN STREET,NAGLE AVE,POST AVE,MANHATTAN,10040,40.86177123709456,-73.92486477863315,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.133333333333333
66660832,2025-10-30 16:41:00,2025-10-31 01:00:00,Sewer,Street Flooding (SJ),35 EAST   75 STREET,EAST   75 STREET,MADISON AVE,PARK AVE,MANHATTAN,10021,40.77359666634701,-73.96366455383293,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),8.316666666666666
66664489,2025-10-30 16:38:00,2025-10-31 04:25:00,Sewer,Street Flooding (SJ),91-62 96 STREET,96 STREET,91 DR,ATLANTIC AVE,QUEENS,11421,40.68907518572683,-73.84730612765405,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.783333333333333
66662637,2025-10-30 16:35:00,2025-10-31 04:35:00,Sewer,Street Flooding (SJ),150-44 107 AVENUE,107 AVENUE,150 ST,153 ST,QUEENS,11433,40.695029828505376,-73.79977371774588,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),12.0
66660837,2025-10-30 16:35:00,2025-10-30 19:40:00,Sewer,Street Flooding (SJ),7402 5 AVENUE,5 AVENUE,74 ST,BAY RIDGE PKWY,BROOKLYN,11209,40.63018899719787,-74.0223618318182,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,3.0833333333333335
66671799,2025-10-30 16:32:00,2025-10-31 02:55:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11216,40.69024077371804,-73.94818647280042,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,10.383333333333333
66671800,2025-10-30 16:32:00,2025-10-31 04:15:00,Sewer,Street Flooding (SJ),,,,,BROOKLYN,11233,40.68193441447485,-73.92254357042302,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,11.716666666666667
66660841,2025-10-30 16:29:00,2025-10-31 03:15:00,Sewer,Street Flooding (SJ),112-06 168 STREET,168 STREET,SAYRES AVE,LINDEN BLVD,QUEENS,11433,40.69175664589082,-73.7823664878429,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),10.766666666666667
66666287,2025-10-30 16:29:00,2025-10-31 03:30:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11418,40.693573103598226,-73.84266197536289,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.016666666666667
66662646,2025-10-30 16:23:00,2025-10-31 01:25:00,Sewer,Street Flooding (SJ),TOMPKINS AVENUE,TOMPKINS AVENUE,HART STREET,PULASKI STREET,BROOKLYN,11206,,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,Hydraulic Capacity Surcharge,9.033333333333333
66668127,2025-10-30 16:23:00,2025-10-31 03:45:00,Sewer,Street Flooding (SJ),,,,,QUEENS,11432,40.70625507608216,-73.80405012678055,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Naturally Receded (Unobserved),11.366666666666667
